date,price,last_sale_price_in _hour,average_price,sd_of_purchase_prices_in_hour,sd_of _sale_prices_in_hour,number_of_trades,number_of_buys,number_of_sales,number_of_announcements,order_flow,change_price,log_price
27/05/96 6:00,1.5432,1.543,1.5431,0.540722621,0.708872344,30,26,-4,0,22,-0.000842051,-0.000365698
27/05/96 7:00,1.5431,1.5425,1.5428,0.115470054,0.699523647,24,6,-18,0,-12,-6.48E-05,-2.81434E-05
27/05/96 8:00,1.5428,1.5422,1.5425,0.71063352,0.59266348,25,12,-13,0,-1,-0.000194433,-8.44411E-05
27/05/96 9:00,1.5428,1.5425,1.54265,0.200277585,0.264001837,43,21,-22,2,-1,0,0
27/05/96 10:00,1.5425,1.5425,1.5425,0.173205081,0.198206242,37,22,-15,0,7,-0.000194471,-8.44575E-05
27/05/96 11:00,1.5423,1.5423,1.5423,0.176068169,0.263944439,19,11,-8,0,3,-0.000129668,-5.63141E-05
27/05/96 12:00,1.5428,1.5423,1.54255,0.63620901,0.377491722,17,11,-6,0,5,0.000324139,0.000140772
27/05/96 13:00,1.5424,1.5419,1.54215,0.24832774,0.273861279,30,7,-23,0,-16,-0.000259302,-0.000112614
27/05/96 14:00,1.5417,1.542,1.54185,0.25,0.351188458,16,4,-12,1,-8,-0.000453941,-0.000197144
27/05/96 15:00,1.542,1.5419,1.54195,0.196638416,0.547287684,18,8,-10,0,-2,0.000194571,8.45013E-05
27/05/96 16:00,1.5423,1.5421,1.5422,0.115470054,0.106904497,17,4,-13,0,-9,0.000194534,8.44849E-05
27/05/96 17:00,1.5418,1.5415,1.54165,0,0,2,1,-1,0,0,-0.000324244,-0.000140817
28/05/96 6:00,1.544,1.544,1.544,0.327278339,0.1,35,18,-17,0,1,0.001425887,0.000619255
28/05/96 7:00,1.5453,1.5453,1.5453,0.585170268,0.523030215,165,100,-65,0,35,0.000841615,0.000365509
28/05/96 8:00,1.5459,1.5459,1.5459,0.287096225,0.25878504,206,116,-90,2,26,0.000388199,0.000168593
28/05/96 9:00,1.547,1.547,1.547,0.365459445,0.448228838,420,213,-207,0,6,0.000711307,0.000308917
28/05/96 10:00,1.5466,1.5469,1.54675,0.592375802,0.334278962,278,146,-132,0,14,-0.000258598,-0.000112308
28/05/96 11:00,1.5468,1.5468,1.5468,0.243086217,0.279067712,276,145,-131,2,14,0.000129308,5.61576E-05
28/05/96 12:00,1.547,1.5471,1.54705,0.192275056,0.705605263,114,49,-65,0,-16,0.000129291,5.61503E-05
28/05/96 13:00,1.547,1.5469,1.54695,0.507145906,0.183195541,143,72,-71,1,1,0,0
28/05/96 14:00,1.5476,1.5477,1.54765,0.494515373,0.694731254,340,183,-157,2,26,0.000387772,0.000168407
28/05/96 15:00,1.5467,1.5467,1.5467,0.350216383,0.571812641,205,104,-101,1,3,-0.000581715,-0.000252636
28/05/96 16:00,1.5486,1.5485,1.54855,0.760382679,0.752369993,295,145,-150,2,-5,0.001227668,0.000533169
28/05/96 17:00,1.547,1.5472,1.5471,0.562192677,0.64877507,169,83,-86,0,-3,-0.001033725,-0.000448941
28/05/96 18:00,1.5475,1.5495,1.5485,0.62039414,0.880025252,45,24,-21,1,3,0.000323154,0.000140344
29/05/96 6:00,1.5465,1.5465,1.5465,0.906917857,0.6094494,15,4,-11,0,-7,-0.000646412,-0.000280733
29/05/96 7:00,1.5453,1.545,1.54515,0.441713834,0.539547135,80,30,-50,3,-20,-0.000776247,-0.00033712
29/05/96 8:00,1.5451,1.5448,1.54495,0.449494666,0.312855858,254,85,-169,1,-84,-0.000129433,-5.62121E-05
29/05/96 9:00,1.5449,1.5449,1.5449,0.449915817,0.565886272,291,133,-158,1,-25,-0.00012945,-5.62194E-05
29/05/96 10:00,1.5454,1.5455,1.54545,0.390415474,0.382475985,197,106,-91,1,15,0.000323593,0.000140535
29/05/96 11:00,1.5456,1.5454,1.5455,0.293747985,0.471216993,178,108,-70,2,38,0.000129408,5.62012E-05
29/05/96 12:00,1.5468,1.5469,1.54685,0.36886394,0.470653962,219,133,-86,1,47,0.000776096,0.000337054
29/05/96 13:00,1.5475,1.5473,1.5474,0.777330319,0.665377541,274,164,-110,0,54,0.000452445,0.000196494
29/05/96 14:00,1.5462,1.5467,1.54645,0.443812682,0.435107092,234,112,-122,1,-10,-0.000840418,-0.000364989
29/05/96 15:00,1.5458,1.5458,1.5458,0.391868098,0.555959449,330,138,-192,0,-54,-0.000258732,-0.000112366
29/05/96 16:00,1.5455,1.5475,1.5465,0.596200088,0.689532121,198,99,-99,3,0,-0.000194093,-8.42936E-05
29/05/96 17:00,1.5444,1.5443,1.54435,0.539921431,0.82167604,251,120,-131,0,-11,-0.000711997,-0.000309216
29/05/96 18:00,1.5426,1.5428,1.5427,0.981032233,1.034371424,102,39,-63,0,-24,-0.001166181,-0.000506466
30/05/96 6:00,1.533,1.5344,1.5337,1.101297936,0.532916504,33,12,-21,0,-9,-0.006242705,-0.002711172
30/05/96 7:00,1.5329,1.533,1.53295,0.680017825,0.759186167,209,80,-129,0,-49,-6.52E-05,-2.83306E-05
30/05/96 8:00,1.533,1.533,1.533,1.093056598,0.582835285,312,135,-177,0,-42,6.52E-05,2.83306E-05
30/05/96 9:00,1.5331,1.5315,1.5323,0.301008406,0.600504838,292,106,-186,2,-80,6.52E-05,2.83288E-05
30/05/96 10:00,1.5324,1.5323,1.53235,0.641730615,0.578595478,323,158,-165,1,-7,-0.000456695,-0.00019834
30/05/96 11:00,1.5302,1.5301,1.53015,0.628851767,0.884033456,591,273,-318,2,-45,-0.001436688,-0.000623946
30/05/96 12:00,1.5282,1.5283,1.52825,0.861772311,0.835935332,279,138,-141,0,-3,-0.001307874,-0.000568002
30/05/96 13:00,1.53,1.5295,1.52975,0.599178731,0.585946528,399,188,-211,4,-23,0.001177163,0.000511235
30/05/96 14:00,1.5309,1.531,1.53095,1.051802205,1.204536878,558,273,-285,2,-12,0.000588062,0.000255392
30/05/96 15:00,1.5312,1.5315,1.53135,0.427377486,0.27080128,341,172,-169,3,3,0.000195944,8.50974E-05
30/05/96 16:00,1.5324,1.5321,1.53225,0.590005136,0.617116953,337,190,-147,1,43,0.000783392,0.000340223
30/05/96 17:00,1.5325,1.5331,1.5328,0.395715692,0.573862511,113,47,-66,1,-19,6.53E-05,2.83399E-05
30/05/96 18:00,1.5305,1.5308,1.53065,0.788528869,0.794107084,99,47,-52,0,-5,-0.001305909,-0.000567149
31/05/96 6:00,1.5351,1.5354,1.53525,0.711805217,0.285356919,22,10,-12,0,-2,0.003001046,0.001303338
31/05/96 7:00,1.5347,1.535,1.53485,0.66674242,0.365148372,63,45,-18,0,27,-0.000260603,-0.000113179
31/05/96 8:00,1.5352,1.535,1.5351,0.343334804,0.483281084,116,64,-52,0,12,0.000325744,0.000141469
31/05/96 9:00,1.5347,1.5349,1.5348,0.420677664,1.015747225,233,115,-118,0,-3,-0.000325744,-0.000141469
31/05/96 10:00,1.535,1.5351,1.53505,0.344656175,0.490129853,198,109,-89,1,20,0.000195459,8.48867E-05
31/05/96 11:00,1.5344,1.5342,1.5343,0.786630713,0.323334895,215,98,-117,1,-19,-0.000390956,-0.00016979
31/05/96 12:00,1.5341,1.5342,1.53415,0.680106943,0.172986249,97,52,-45,0,7,-0.000195535,-8.49199E-05
31/05/96 13:00,1.5347,1.5345,1.5346,0.246182982,0.335477949,76,41,-35,2,6,0.000391032,0.000169823
31/05/96 14:00,1.5317,1.5313,1.5315,1.199621152,1.2105596,278,126,-152,0,-26,-0.001956693,-0.000849781
31/05/96 15:00,1.532,1.5304,1.5312,1.123677674,0.85528659,319,140,-179,1,-39,0.000195842,8.50529E-05
31/05/96 16:00,1.528,1.5289,1.52845,1.161373273,1.411291049,260,118,-142,0,-24,-0.002614381,-0.001135411
31/05/96 17:00,1.5263,1.5262,1.52625,0.877841706,0.855817879,375,154,-221,0,-67,-0.001113185,-0.00048345
31/05/96 18:00,1.5233,1.5233,1.5233,1.526493308,1.669217745,176,63,-113,0,-50,-0.001967472,-0.000854462
3/06/96 6:00,1.5224,1.521,1.5217,0.734522845,0.898331787,26,15,-11,0,4,-0.000590997,-0.000256667
3/06/96 7:00,1.5187,1.5188,1.51875,1.276572115,1.503390108,160,69,-91,0,-22,-0.002433331,-0.001056782
3/06/96 8:00,1.521,1.5202,1.5206,0.479504163,0.406761042,352,132,-220,1,-88,0.001513308,0.000657221
3/06/96 9:00,1.5211,1.5216,1.52135,0.493825512,0.50811595,304,158,-146,1,12,6.57E-05,2.85523E-05
3/06/96 10:00,1.5223,1.5224,1.52235,0.640312424,0.673018979,287,144,-143,0,1,0.000788592,0.000342481
3/06/96 11:00,1.5226,1.5226,1.5226,0.355370059,0.304013556,253,137,-116,0,21,0.000197051,8.55781E-05
3/06/96 12:00,1.5244,1.5244,1.5244,0.764555724,0.841895408,195,111,-84,1,27,0.00118149,0.000513115
3/06/96 13:00,1.5252,1.5251,1.52515,0.500605694,0.556163808,334,197,-137,0,60,0.000524659,0.000227857
3/06/96 14:00,1.5245,1.5244,1.52445,0.580164553,0.450168319,320,155,-165,1,-10,-0.000459062,-0.000199368
3/06/96 15:00,1.5237,1.5235,1.5236,0.325669474,0.331548251,285,128,-157,3,-29,-0.0005249,-0.000227961
3/06/96 16:00,1.5264,1.5265,1.52645,1.04170606,0.95294599,392,225,-167,2,58,0.001770434,0.00076889
3/06/96 17:00,1.53,1.5284,1.5292,1.43175565,1.22795716,286,170,-116,0,54,0.002355714,0.001023073
3/06/96 18:00,1.5261,1.5264,1.52625,0.985654682,1.240601027,151,73,-78,1,-5,-0.002552274,-0.001108438
4/06/96 6:00,1.5296,1.5293,1.52945,0.682775086,0.720262298,119,82,-37,0,45,0.002290802,0.000994883
4/06/96 7:00,1.5285,1.5286,1.52855,0.27136021,0.564881323,110,44,-66,0,-22,-0.000719401,-0.000312432
4/06/96 8:00,1.5283,1.5283,1.5283,0.463435785,0.727958957,219,96,-123,0,-27,-0.000130856,-5.683E-05
4/06/96 9:00,1.5285,1.5281,1.5283,0.290245455,0.283244193,195,90,-105,0,-15,0.000130856,5.683E-05
4/06/96 10:00,1.5268,1.5267,1.52675,0.62788727,0.593653302,328,149,-179,1,-30,-0.00111282,-0.000483292
4/06/96 11:00,1.5281,1.53,1.52905,0.370094173,0.926217463,265,125,-140,1,-15,0.000851092,0.000369624
4/06/96 12:00,1.5298,1.5298,1.5298,0.635502664,0.580686636,282,165,-117,1,48,0.001111874,0.000482881
4/06/96 13:00,1.5303,1.53,1.53015,0.379792607,0.473782331,299,174,-125,1,49,0.000326787,0.000141922
4/06/96 14:00,1.5281,1.5282,1.52815,0.668557923,0.654298144,296,126,-170,2,-44,-0.001438661,-0.000624803
4/06/96 15:00,1.5295,1.5292,1.52935,0.849705831,1.041378748,369,187,-182,2,5,0.000915751,0.000397706
4/06/96 16:00,1.5305,1.5305,1.5305,0.985654682,1.005741096,375,169,-206,0,-37,0.000653595,0.000283853
4/06/96 17:00,1.5324,1.5324,1.5324,0.720427062,0.499696878,329,191,-138,1,53,0.001240654,0.000538809
4/06/96 18:00,1.5315,1.5321,1.5318,0.77322622,0.846203643,111,63,-48,0,15,-0.000587487,-0.000255142
5/06/96 6:00,1.5292,1.529,1.5291,0.282842712,1.012203317,47,12,-35,0,-23,-0.001502924,-0.000652712
5/06/96 7:00,1.5292,1.5293,1.52925,0.331548251,0.593755383,82,40,-42,4,-2,0,0
5/06/96 8:00,1.5297,1.5298,1.52975,0.675995338,0.459495771,266,133,-133,0,0,0.000326915,0.000141977
5/06/96 9:00,1.5296,1.5294,1.5295,0.269117525,0.493825512,192,93,-99,1,-6,-6.54E-05,-2.83918E-05
5/06/96 10:00,1.5298,1.5298,1.5298,0.299873711,0.64308678,247,98,-149,2,-51,0.000130745,5.67817E-05
5/06/96 11:00,1.5315,1.5315,1.5315,0.536755122,0.553432813,378,218,-160,1,58,0.001110639,0.000482345
5/06/96 12:00,1.5314,1.5314,1.5314,0.643616675,0.446874669,286,133,-153,4,-20,-6.53E-05,-2.83584E-05
5/06/96 13:00,1.5329,1.5328,1.53285,0.686835078,0.637466577,245,152,-93,1,59,0.000979016,0.000425181
5/06/96 14:00,1.5324,1.5322,1.5323,0.518447566,0.708979206,264,110,-154,1,-44,-0.000326232,-0.000141681
5/06/96 15:00,1.5304,1.5301,1.53025,0.82608973,0.759335834,440,171,-269,3,-98,-0.001305995,-0.000567186
5/06/96 16:00,1.5292,1.5291,1.52915,0.687716908,0.824988521,281,127,-154,2,-27,-0.000784416,-0.000340668
5/06/96 17:00,1.5308,1.5313,1.53105,0.901345795,0.978364436,198,108,-90,0,18,0.001045752,0.000454164
5/06/96 18:00,1.53,1.5303,1.53015,0.770035418,0.73087743,110,64,-46,0,18,-0.000522739,-0.000227023
6/06/96 6:00,1.5294,1.5295,1.52945,0.514781507,0.141421356,20,12,-8,0,4,-0.000392234,-0.000170345
6/06/96 7:00,1.5302,1.5304,1.5303,0.841342465,0.541210764,55,19,-36,2,-17,0.000522944,0.000227112
6/06/96 8:00,1.5305,1.5311,1.5308,0.582315129,0.46212618,153,74,-79,0,-5,0.000196034,8.51363E-05
6/06/96 9:00,1.5294,1.5293,1.52935,0.42604595,0.388079967,170,63,-107,0,-44,-0.000718978,-0.000312248
6/06/96 10:00,1.5282,1.5283,1.52825,0.386906926,0.450252454,224,79,-145,0,-66,-0.000784929,-0.000340891
6/06/96 11:00,1.5293,1.5293,1.5293,0.73045233,0.287491765,212,130,-82,0,48,0.000719542,0.000312493
6/06/96 12:00,1.5284,1.5282,1.5283,0.702538687,0.744016536,107,50,-57,0,-7,-0.000588678,-0.00025566
6/06/96 13:00,1.528,1.5263,1.52715,0.385730319,0.63221592,248,106,-142,1,-36,-0.000261746,-0.000113675
6/06/96 14:00,1.5265,1.5266,1.52655,0.248022482,0.264575131,293,134,-159,0,-25,-0.000982158,-0.000426546
6/06/96 15:00,1.5255,1.5266,1.52605,0.942916173,0.931600122,310,172,-138,0,34,-0.000655308,-0.000284597
6/06/96 16:00,1.5302,1.5302,1.5302,1.292917771,1.248605283,237,137,-100,0,37,0.003076221,0.001335986
6/06/96 17:00,1.5321,1.5317,1.5319,1.058586822,0.705605263,208,131,-77,1,54,0.001240898,0.000538915
6/06/96 18:00,1.5308,1.5309,1.53085,0.791661085,0.702538687,90,48,-42,0,6,-0.000848869,-0.000368659
7/06/96 6:00,1.5293,1.5278,1.52855,0.642261629,0.457217256,29,14,-15,0,-1,-0.00098036,-0.000425765
7/06/96 7:00,1.528,1.5284,1.5282,0.25878504,0.390415474,103,48,-55,0,-7,-0.000850424,-0.000369334
7/06/96 8:00,1.5288,1.5288,1.5288,0.326018218,0.905663995,135,72,-63,0,9,0.000523423,0.00022732
7/06/96 9:00,1.5289,1.5286,1.52875,0.217944947,0.384057287,195,101,-94,3,7,6.54E-05,2.84066E-05
7/06/96 10:00,1.5296,1.5296,1.5296,0.34145411,0.555073023,179,100,-79,0,21,0.000457741,0.000198794
7/06/96 11:00,1.5294,1.5295,1.52945,0.196946386,0.166969422,120,56,-64,3,-8,-0.000130762,-5.67891E-05
7/06/96 12:00,1.5278,1.5277,1.52775,0.653429183,0.686835078,241,106,-135,1,-29,-0.00104671,-0.00045458
7/06/96 13:00,1.5275,1.5275,1.5275,0.261116484,0.454939223,137,41,-96,4,-55,-0.00019638,-8.52868E-05
7/06/96 14:00,1.5325,1.5322,1.53235,2.201789905,2.218978061,550,302,-248,3,54,0.003267977,0.001419264
7/06/96 15:00,1.5331,1.5329,1.533,1.551148157,1.410002149,581,335,-246,2,89,0.000391441,0.00017
7/06/96 16:00,1.5348,1.5346,1.5347,0.909822938,0.533853913,171,93,-78,0,15,0.00110825,0.000481307
11/06/96 11:00,1.5341,1.5339,1.534,0.231180545,0.264365067,197,120,-77,0,43,0,-0.000198121
11/06/96 12:00,1.5345,1.5342,1.53435,0.737471109,0.246644143,160,93,-67,0,26,0.000260705,0.000113223
11/06/96 13:00,1.5333,1.5334,1.53335,0.716684284,0.543487615,163,69,-94,2,-25,-0.00078232,-0.000339757
11/06/96 14:00,1.5332,1.5333,1.53325,0.304013556,0.261116484,276,125,-151,0,-26,-6.52E-05,-2.83251E-05
11/06/96 15:00,1.5339,1.535,1.53445,0.654298144,0.699350348,215,109,-106,1,3,0.000456457,0.000198237
11/06/96 16:00,1.5358,1.5357,1.53575,0.439696865,0.483281084,240,150,-90,4,60,0.001237906,0.000537616
11/06/96 17:00,1.5366,1.5375,1.53705,1.06158829,0.645731908,205,115,-90,0,25,0.000520766,0.000226166
11/06/96 18:00,1.5361,1.5364,1.53625,0.763365753,0.583476173,89,61,-28,0,33,-0.000325447,-0.00014134
12/06/96 6:00,1.5357,1.5356,1.53565,0.089442719,0.122474487,21,10,-11,0,-1,-0.000260434,-0.000113105
12/06/96 7:00,1.536,1.5361,1.53605,0.326598632,0.386066858,52,28,-24,3,4,0.000195332,8.48314E-05
12/06/96 8:00,1.5364,1.5362,1.5363,0.617669128,0.953748585,119,56,-63,1,-7,0.000260383,0.000113083
12/06/96 9:00,1.5362,1.5365,1.53635,0.343511281,0.227636073,199,102,-97,1,5,-0.000130183,-5.65377E-05
12/06/96 10:00,1.5362,1.5362,1.5362,0.527644853,0.226969495,186,102,-84,0,18,0,0
12/06/96 11:00,1.5367,1.5367,1.5367,0.562664117,0.305876782,187,113,-74,2,39,0.000325425,0.00014133
12/06/96 12:00,1.5372,1.5372,1.5372,0.21514618,0.178885438,122,73,-49,1,24,0.00032532,0.000141285
12/06/96 13:00,1.5363,1.5362,1.53625,0.325087401,0.255247948,142,63,-79,3,-16,-0.000585652,-0.000254345
12/06/96 14:00,1.5343,1.5343,1.5343,0.859069264,0.55514126,240,99,-141,1,-42,-0.001302677,-0.000565746
12/06/96 15:00,1.5357,1.5355,1.5356,0.582250076,0.522058861,222,101,-121,2,-20,0.000912052,0.000396099
12/06/96 16:00,1.5363,1.535,1.53565,0.339339823,0.759335834,166,96,-70,0,26,0.000390625,0.000169646
12/06/96 17:00,1.5355,1.5355,1.5355,0.697832141,0.993920916,135,58,-77,0,-19,-0.000520867,-0.00022621
12/06/96 18:00,1.5337,1.5331,1.5334,0.782801238,0.777174369,39,20,-19,0,1,-0.001172944,-0.000509403
13/06/96 6:00,1.5317,1.533,1.53235,0.65149401,0.543139025,35,20,-15,0,5,-0.001304887,-0.000566705
13/06/96 7:00,1.533,1.535,1.534,0.430890551,0.728510311,45,12,-33,1,-21,0.00084837,0.000368442
13/06/96 8:00,1.5331,1.5332,1.53315,0.646845492,0.512495381,150,68,-82,0,-14,6.52E-05,2.83288E-05
13/06/96 9:00,1.5332,1.5333,1.53325,0.150504203,0.162368828,161,71,-90,0,-19,6.52E-05,2.83269E-05
13/06/96 10:00,1.5334,1.5334,1.5334,0.194624736,0.696038574,170,82,-88,4,-6,0.000130438,5.66483E-05
13/06/96 11:00,1.5343,1.5343,1.5343,0.771215098,0.481396328,200,95,-105,4,-10,0.000586759,0.000254826
13/06/96 12:00,1.5342,1.5336,1.5339,0.441759567,0.167648622,172,65,-107,2,-42,-6.52E-05,-2.83066E-05
13/06/96 13:00,1.5336,1.5335,1.53355,0.250333111,0.561585958,109,57,-52,4,5,-0.00039116,-0.000169879
13/06/96 14:00,1.532,1.534,1.533,0.822229047,0.337997669,217,134,-83,1,51,-0.001043841,-0.000453335
13/06/96 15:00,1.535,1.5344,1.5347,0.425245027,0.38720052,174,96,-78,3,18,0.00195631,0.000849615
13/06/96 16:00,1.5351,1.5351,1.5351,0.734176513,0.983808309,287,150,-137,1,13,6.51E-05,2.82919E-05
13/06/96 17:00,1.5337,1.5336,1.53365,0.763316131,0.71663143,170,92,-78,1,14,-0.000912409,-0.000396254
13/06/96 18:00,1.5287,1.5289,1.5288,1.379942906,1.439065353,288,122,-166,0,-44,-0.003265416,-0.001418152
14/06/96 6:00,1.526,1.5264,1.5262,0.475093976,0.415932687,21,16,-5,0,11,-0.001767768,-0.000767732
14/06/96 7:00,1.5257,1.5257,1.5257,0.469041576,0.61717833,134,51,-83,1,-32,-0.000196612,-8.53874E-05
14/06/96 8:00,1.5267,1.5266,1.52665,0.418511069,0.403300775,187,78,-109,0,-31,0.000655222,0.000284559
14/06/96 9:00,1.5248,1.5249,1.52485,0.934644642,0.951553753,464,224,-240,0,-16,-0.001245289,-0.000540822
14/06/96 10:00,1.5233,1.5233,1.5233,0.812776759,0.830251879,538,259,-279,2,-20,-0.00098422,-0.000427441
14/06/96 11:00,1.5225,1.5225,1.5225,0.482103975,0.404519917,253,111,-142,3,-31,-0.000525314,-0.000228141
14/06/96 12:00,1.5223,1.524,1.52315,0.334392257,0.721687836,296,138,-158,0,-20,-0.000131372,-5.70539E-05
14/06/96 13:00,1.5209,1.5207,1.5208,1.132542059,0.967971951,296,118,-178,0,-60,-0.000920084,-0.000399587
14/06/96 14:00,1.5188,1.518,1.5184,1.710108095,1.643628654,626,263,-363,1,-100,-0.001381716,-0.000600071
14/06/96 15:00,1.5231,1.5226,1.52285,1.661028342,1.547627706,428,220,-208,1,12,0.002827182,0.00122783
14/06/96 16:00,1.523,1.5227,1.52285,0.575970854,0.458174904,292,163,-129,1,34,-6.57E-05,-2.85148E-05
14/06/96 17:00,1.5241,1.5243,1.5242,0.851869602,1.015874008,135,67,-68,0,-1,0.000721998,0.00031356
14/06/96 18:00,1.524,1.5243,1.52415,0.530580014,0.465344447,72,41,-31,0,10,-6.56E-05,-2.84961E-05
17/06/96 6:00,1.519,1.5189,1.51895,0.478539445,0.54305533,89,37,-52,0,-15,-0.003286234,-0.001427193
17/06/96 7:00,1.5212,1.5212,1.5212,0.719848469,0.619383858,146,52,-94,2,-42,0.001447273,0.000628543
17/06/96 8:00,1.5208,1.5215,1.52115,0.425245027,0.418782507,233,119,-114,1,5,-0.000262985,-0.000114213
17/06/96 9:00,1.5212,1.5212,1.5212,0.815893264,0.92425236,412,201,-211,0,-10,0.000262985,0.000114213
17/06/96 10:00,1.5203,1.5201,1.5202,0.862475296,0.395715692,256,135,-121,1,14,-0.000591813,-0.000257021
17/06/96 11:00,1.519,1.519,1.519,0.677506569,0.598672774,270,109,-161,1,-52,-0.00085546,-0.000371522
17/06/96 12:00,1.5186,1.5187,1.51865,0.503548018,0.218812221,141,55,-86,0,-31,-0.000263366,-0.000114378
17/06/96 13:00,1.516,1.5176,1.5168,0.968715175,0.73670026,383,173,-210,1,-37,-0.001713571,-0.000744194
17/06/96 14:00,1.5205,1.5198,1.52015,1.381040451,1.290524911,382,186,-196,0,-10,0.002963941,0.001287223
17/06/96 15:00,1.5172,1.5183,1.51775,0.903360729,1.05010822,350,173,-177,0,-4,-0.002172697,-0.00094359
17/06/96 16:00,1.5171,1.516,1.51655,0.916349807,1.018428677,210,98,-112,2,-14,-6.59E-05,-2.86257E-05
17/06/96 17:00,1.5172,1.5173,1.51725,0.899831634,0.951036118,207,99,-108,0,-9,6.59E-05,2.86257E-05
17/06/96 18:00,1.5185,1.5182,1.51835,0.858681159,0.846516928,125,49,-76,1,-27,0.000856475,0.000371962
18/06/96 6:00,1.5205,1.5205,1.5205,1.205197079,0.112599163,28,18,-10,0,8,0.001316223,0.000571628
18/06/96 7:00,1.5189,1.5187,1.5188,0.974212969,0.711847788,134,72,-62,2,10,-0.001052839,-0.000457242
18/06/96 8:00,1.5168,1.5173,1.51705,1.052558211,1.333570055,359,174,-185,0,-11,-0.001383536,-0.000600862
18/06/96 9:00,1.5131,1.5127,1.5129,2.009277723,2.033414057,843,404,-439,0,-35,-0.002442326,-0.001060689
18/06/96 10:00,1.5128,1.5127,1.51275,0.576562436,0.512495381,613,297,-316,1,-19,-0.000198288,-8.61154E-05
18/06/96 11:00,1.5131,1.5131,1.5131,0.705121954,0.384845502,263,133,-130,1,3,0.000198288,8.61154E-05
18/06/96 12:00,1.5123,1.5123,1.5123,0.572276157,0.589491306,345,181,-164,0,17,-0.000528856,-0.000229679
18/06/96 13:00,1.5129,1.5125,1.5127,0.622981589,0.647313797,212,110,-102,2,8,0.000396668,0.000172271
18/06/96 14:00,1.5131,1.5132,1.51315,0.27247463,0.417423555,234,134,-100,1,34,0.000132188,5.74084E-05
18/06/96 15:00,1.5134,1.5133,1.51335,0.457926817,0.556163808,303,141,-162,1,-21,0.000198249,8.60984E-05
18/06/96 16:00,1.5149,1.515,1.51495,0.840814901,0.737933232,434,223,-211,0,12,0.000990655,0.000430236
18/06/96 17:00,1.5149,1.5148,1.51485,0.872301032,0.843648282,160,77,-83,0,-6,0,0
18/06/96 18:00,1.5157,1.5144,1.51505,0.737686802,0.666878754,67,37,-30,0,7,0.000527948,0.000229285
19/06/96 6:00,1.5146,1.5141,1.51435,0.730372812,0.223606798,39,24,-15,0,9,-0.000726001,-0.000315298
19/06/96 7:00,1.5146,1.5145,1.51455,0.265603943,0.17786614,74,41,-33,0,8,0,0
19/06/96 8:00,1.5143,1.5133,1.5138,0.573862511,0.687992248,201,131,-70,2,61,-0.000198092,-8.60301E-05
19/06/96 9:00,1.5148,1.5145,1.51465,0.492596706,0.621520618,312,186,-126,1,60,0.000330131,0.000143374
19/06/96 10:00,1.5155,1.5153,1.5154,0.663496249,0.738548946,404,227,-177,1,50,0.000462,0.000200644
19/06/96 11:00,1.5152,1.5152,1.5152,0.3537676,0.274689908,240,120,-120,0,0,-0.000197974,-8.5979E-05
19/06/96 12:00,1.5149,1.5152,1.51505,0.529937103,0.150504203,111,60,-51,1,9,-0.000198013,-8.59961E-05
19/06/96 13:00,1.517,1.5186,1.5178,1.091704256,1.26715501,484,257,-227,0,30,0.00138527,0.000601615
19/06/96 14:00,1.5188,1.5191,1.51895,0.666230918,0.680685929,443,224,-219,1,5,0.001185849,0.000515008
19/06/96 15:00,1.5181,1.5181,1.5181,0.561585958,0.660348852,299,163,-136,0,27,-0.000460996,-0.000200208
19/06/96 16:00,1.5208,1.52,1.5204,1.244624807,1.083764483,311,161,-150,3,11,0.001776959,0.000771724
19/06/96 17:00,1.5209,1.5208,1.52085,0.476969601,0.306000594,201,122,-79,0,43,6.58E-05,2.8556E-05
19/06/96 18:00,1.5206,1.5211,1.52085,1.014351562,0.860716756,90,49,-41,0,8,-0.000197271,-8.56737E-05
20/06/96 6:00,1.5248,1.5247,1.52475,0.608824003,0.698212002,73,42,-31,0,11,0.00275826,0.001197897
20/06/96 7:00,1.5244,1.523,1.5237,0.490824909,0.429234696,109,61,-48,0,13,-0.000262364,-0.000113943
20/06/96 8:00,1.5232,1.5234,1.5233,0.465393284,0.416606056,188,99,-89,4,10,-0.000787505,-0.000342009
20/06/96 9:00,1.5198,1.5198,1.5198,1.32947358,1.378487313,676,321,-355,4,-34,-0.002234638,-0.000970491
20/06/96 10:00,1.5209,1.5211,1.521,0.593653302,0.640253264,447,207,-240,2,-33,0.000723518,0.00031422
20/06/96 11:00,1.5232,1.5233,1.52325,0.676667413,0.760930451,422,248,-174,3,74,0.00151112,0.000656271
20/06/96 12:00,1.5232,1.5232,1.5232,0.257611406,0.275790874,214,117,-97,0,20,0,0
20/06/96 13:00,1.5232,1.5225,1.52285,0.314666731,0.471216993,162,98,-64,3,34,0,0
20/06/96 14:00,1.5225,1.5237,1.5231,0.425245027,0.589812502,238,109,-129,4,-20,-0.000459664,-0.00019963
20/06/96 15:00,1.524,1.5241,1.52405,0.502945867,0.413686311,287,164,-123,5,41,0.000984737,0.000427666
20/06/96 16:00,1.5244,1.5243,1.52435,0.657071095,0.83484711,311,144,-167,3,-23,0.000262433,0.000113973
20/06/96 17:00,1.5233,1.522,1.52265,0.708818907,0.641494467,148,66,-82,2,-16,-0.000721856,-0.000313498
20/06/96 18:00,1.5234,1.5234,1.5234,0.850668187,0.887283905,76,34,-42,0,-8,6.56E-05,2.85092E-05
