date,price,last_sale_price_in _hour,average_price,sd_of_purchase_prices_in_hour,sd_of _sale_prices_in_hour,number_of_trades,number_of_buys,number_of_sales,number_of_announcements,order_flow,change_price,log_price
24/07/96 11:00,1.4872,1.4872,1.4872,0.496960458,0.610513941,261,143,-118,4,25,0.000268998,0.000116824
24/07/96 12:00,1.4869,1.4865,1.4867,0.431347431,0.649650256,202,100,-102,0,-2,-0.000201742,-8.76153E-05
24/07/96 13:00,1.4857,1.4866,1.48615,0.568250905,0.596136551,136,59,-77,3,-18,-0.000807374,-0.000350638
24/07/96 14:00,1.486,1.4842,1.4851,1.050072148,1.029563014,390,185,-205,1,-20,0.000201905,8.76861E-05
24/07/96 15:00,1.4863,1.4865,1.4864,0.943357961,1.167067031,646,347,-299,2,48,0.000201864,8.76684E-05
24/07/96 16:00,1.4866,1.4863,1.48645,0.562192677,0.500605694,333,187,-146,0,41,0.000201823,8.76507E-05
24/07/96 17:00,1.4897,1.49,1.48985,0.61987291,0.775134397,237,126,-111,0,15,0.002083124,0.000904689
24/07/96 18:00,1.4898,1.4895,1.48965,0.480766434,0.488271534,157,81,-76,0,5,6.71E-05,2.91522E-05
25/07/96 6:00,1.4891,1.489,1.48905,0.606630036,0.508920426,35,5,-30,0,-25,-0.000469972,-0.000204106
25/07/96 7:00,1.4915,1.4907,1.4911,1.08284138,0.80656398,135,76,-59,0,17,0.001610414,0.000699394
25/07/96 8:00,1.4889,1.4889,1.4889,1.061160028,1.002572449,278,139,-139,2,0,-0.001744733,-0.000757728
25/07/96 9:00,1.4885,1.4884,1.48845,0.867030809,0.646435448,250,104,-146,1,-42,-0.000268691,-0.000116691
25/07/96 10:00,1.4873,1.4886,1.48795,1.071815226,0.692601595,289,147,-142,1,5,-0.000806506,-0.000350261
25/07/96 11:00,1.4875,1.4876,1.48755,0.623528571,0.58749597,299,141,-158,0,-17,0.000134463,5.83965E-05
25/07/96 12:00,1.4893,1.4889,1.4891,0.712018045,0.596136551,212,118,-94,4,24,0.001209352,0.000525215
25/07/96 13:00,1.4745,1.4733,1.4739,6.08012161,5.863827223,880,406,-474,3,-68,-0.009987262,-0.004337413
25/07/96 14:00,1.4777,1.4772,1.47745,1.349831639,1.128252873,651,288,-363,1,-75,0.002167876,0.000941496
25/07/96 15:00,1.4752,1.4751,1.47515,1.265958734,1.177439441,470,243,-227,3,16,-0.001693251,-0.00073537
25/07/96 16:00,1.4788,1.4786,1.4787,1.02554494,0.790281883,316,146,-170,1,-24,0.002437374,0.001058538
25/07/96 17:00,1.4799,1.48,1.47995,0.804532614,1.035249933,219,121,-98,0,23,0.00074357,0.000322928
25/07/96 18:00,1.4774,1.4774,1.4774,0.97402632,1.081525298,109,56,-53,0,3,-0.001690732,-0.000734275
26/07/96 6:00,1.4776,1.4776,1.4776,0.472228758,0.85435604,23,8,-15,0,-7,0.000135364,5.87877E-05
26/07/96 7:00,1.479,1.4773,1.47815,0.73060097,0.193649167,47,26,-21,1,5,0.000947034,0.000411292
26/07/96 8:00,1.4764,1.4765,1.47645,0.460154783,0.481396328,148,77,-71,1,6,-0.001759492,-0.000764137
26/07/96 9:00,1.4753,1.4753,1.4753,0.5884623,0.504750163,293,135,-158,1,-23,-0.000745333,-0.000323694
26/07/96 10:00,1.4763,1.4763,1.4763,0.991784434,0.620605765,491,262,-229,0,33,0.000677599,0.000294277
26/07/96 11:00,1.4767,1.4764,1.47655,0.192865159,0.171225529,225,114,-111,3,3,0.000270911,0.000117655
26/07/96 12:00,1.4794,1.4794,1.4794,1.133645233,1.303462754,258,149,-109,0,40,0.001826732,0.000793339
26/07/96 13:00,1.482,1.4825,1.48225,1.089064096,1.364373538,445,257,-188,0,69,0.001755927,0.000762589
26/07/96 14:00,1.4816,1.4825,1.48205,0.914984683,1.057727696,414,240,-174,1,66,-0.000269942,-0.000117234
26/07/96 15:00,1.4797,1.4797,1.4797,1.757300788,1.664058565,389,194,-195,1,-1,-0.00128322,-0.000557296
26/07/96 16:00,1.4814,1.481,1.4812,0.763167244,0.550757055,244,129,-115,0,14,0.001148222,0.000498667
26/07/96 17:00,1.4833,1.4833,1.4833,1.295095644,0.905538514,149,82,-67,0,15,0.001281749,0.000556656
26/07/96 18:00,1.4833,1.4828,1.48305,0.360450055,0.452646539,67,47,-20,0,27,0,0
29/07/96 6:00,1.4807,1.4806,1.48065,0.057735027,0.58022984,7,3,-4,0,-1,-0.001754386,-0.00076192
29/07/96 7:00,1.4802,1.4804,1.4803,0.675066134,0.756820836,43,22,-21,0,1,-0.000337735,-0.000146677
29/07/96 8:00,1.4809,1.4808,1.48085,0.66486499,0.435802986,170,68,-102,0,-34,0.000472797,0.000205333
29/07/96 9:00,1.4825,1.4825,1.4825,0.784509111,0.992204463,307,161,-146,2,15,0.001079841,0.000468969
29/07/96 10:00,1.4829,1.4829,1.4829,0.33028913,0.667594052,311,180,-131,1,49,0.000269778,0.000117163
29/07/96 11:00,1.4826,1.4824,1.4825,0.257022579,0.274551977,184,99,-85,2,14,-0.000202327,-8.78694E-05
29/07/96 12:00,1.483,1.4828,1.4829,0.8140341,0.412310563,191,101,-90,0,11,0.00026976,0.000117155
29/07/96 13:00,1.4832,1.4831,1.48315,0.36886394,0.49443877,137,55,-82,0,-27,0.000134853,5.85658E-05
29/07/96 14:00,1.481,1.4814,1.4812,0.802496106,0.696038574,224,97,-127,1,-30,-0.001484381,-0.000644658
29/07/96 15:00,1.4816,1.4819,1.48175,0.551581748,0.393411651,241,100,-141,0,-41,0.00040505,0.000175911
29/07/96 16:00,1.4802,1.4801,1.48015,0.302890119,0.361394605,210,91,-119,1,-28,-0.000945371,-0.000410569
29/07/96 17:00,1.4796,1.4801,1.47985,0.571812641,0.572871555,143,88,-55,0,33,-0.000405433,-0.000176077
29/07/96 18:00,1.4802,1.4808,1.4805,0.368781778,0.272363394,56,25,-31,1,-6,0.000405433,0.000176077
30/07/96 6:00,1.4822,1.4821,1.48215,0.450396651,0.856154192,21,12,-9,0,3,0.001350257,0.000586409
30/07/96 7:00,1.4815,1.4816,1.48155,0.499090081,0.245515331,49,30,-19,1,11,-0.000472383,-0.000205153
30/07/96 8:00,1.4808,1.4808,1.4808,0.423835302,0.737317003,104,51,-53,1,-2,-0.000472606,-0.00020525
30/07/96 9:00,1.4794,1.479,1.4792,0.667594052,0.544114516,304,136,-168,0,-32,-0.000945882,-0.000410791
30/07/96 10:00,1.4779,1.478,1.47795,0.631196555,0.621520618,367,164,-203,0,-39,-0.001014439,-0.000440565
30/07/96 11:00,1.4782,1.4782,1.4782,0.311764285,0.827326838,260,115,-145,1,-30,0.00020297,8.81488E-05
30/07/96 12:00,1.4786,1.4786,1.4786,0.407876987,0.439696865,142,71,-71,0,0,0.000270563,0.000117504
30/07/96 13:00,1.4782,1.4782,1.4782,0.320392751,0.637466577,145,68,-77,2,-9,-0.000270563,-0.000117504
30/07/96 14:00,1.4812,1.4811,1.48115,1.790293695,1.879716291,561,306,-255,2,51,0.002027439,0.000880505
30/07/96 15:00,1.4803,1.4799,1.4801,1.083310023,0.951394511,531,269,-262,6,7,-0.0006078,-0.000263964
30/07/96 16:00,1.4777,1.4773,1.4775,0.790090137,0.803920319,304,138,-166,1,-28,-0.001757945,-0.000763466
30/07/96 17:00,1.479,1.4791,1.47905,1.145842286,0.748888065,189,92,-97,0,-5,0.000879359,0.000381901
30/07/96 18:00,1.477,1.4765,1.47675,0.631448551,0.953939201,90,48,-42,1,6,-0.00135318,-0.000587679
31/07/96 6:00,1.474,1.4742,1.4741,0.481160214,0.620996267,93,47,-46,0,1,-0.00203321,-0.000883012
31/07/96 7:00,1.4725,1.4727,1.4726,1.060445875,0.7140898,288,139,-149,0,-10,-0.001018157,-0.00044218
31/07/96 8:00,1.474,1.4726,1.4733,1.135247937,0.976387901,298,152,-146,1,6,0.001018157,0.00044218
31/07/96 9:00,1.4719,1.4717,1.4718,0.624439142,0.69035564,424,182,-242,1,-60,-0.001425711,-0.000619178
31/07/96 10:00,1.467,1.4669,1.46695,2.126670466,2.080847001,1022,479,-543,0,-64,-0.003334584,-0.001448191
31/07/96 11:00,1.4686,1.4687,1.46865,0.602205542,0.442016728,345,208,-137,1,71,0.001090067,0.00047341
31/07/96 12:00,1.4706,1.4708,1.4707,1.013656747,1.078263194,317,145,-172,1,-27,0.001360915,0.000591038
31/07/96 13:00,1.469,1.4689,1.46895,0.882274952,0.802080628,328,182,-146,0,36,-0.001088584,-0.000472766
31/07/96 14:00,1.4702,1.4702,1.4702,0.670763925,0.885702939,212,101,-111,1,-10,0.000816549,0.000354623
31/07/96 15:00,1.4723,1.4724,1.47235,1.176377336,1.145313243,424,251,-173,1,78,0.001427358,0.000619894
31/07/96 16:00,1.4731,1.473,1.47305,0.865500381,1.07871978,407,221,-186,1,35,0.00054322,0.000235917
31/07/96 17:00,1.4716,1.472,1.4718,0.725300356,0.663781636,160,77,-83,0,-6,-0.00101878,-0.00044245
31/07/96 18:00,1.4697,1.4688,1.46925,1.241333594,1.724107147,85,42,-43,0,-1,-0.001291946,-0.000561085
1/08/96 6:00,1.4732,1.4733,1.47325,0.479583152,0.264575131,25,20,-5,0,15,0.002378607,0.001033016
1/08/96 7:00,1.4748,1.4747,1.47475,0.637941766,0.550206573,100,57,-43,1,14,0.001085482,0.000471419
1/08/96 8:00,1.4737,1.4737,1.4737,0.35791907,0.525414699,247,135,-112,0,23,-0.000746142,-0.000324045
1/08/96 9:00,1.4747,1.4746,1.47465,0.396480731,0.513455318,220,119,-101,0,18,0.000678334,0.000294597
1/08/96 10:00,1.4749,1.4747,1.4748,0.296826651,0.274137767,280,162,-118,4,44,0.000135612,5.88954E-05
1/08/96 11:00,1.4752,1.4743,1.47475,0.320392751,0.682408835,207,85,-122,1,-37,0.000203383,8.83281E-05
1/08/96 12:00,1.4743,1.4745,1.4744,1.068665268,0.488891758,96,36,-60,0,-24,-0.000610273,-0.000265038
1/08/96 13:00,1.4742,1.4742,1.4742,0.14012981,0.5567084,100,33,-67,5,-34,-6.78E-05,-2.94587E-05
1/08/96 14:00,1.4739,1.4739,1.4739,0.415239982,0.739778837,321,161,-160,0,1,-0.000203521,-8.8388E-05
1/08/96 15:00,1.4724,1.4719,1.47215,0.284445234,0.250302847,381,188,-193,4,-5,-0.001018226,-0.00044221
1/08/96 16:00,1.4733,1.4734,1.47335,0.881587755,1.096654693,501,245,-256,0,-11,0.00061106,0.00026538
1/08/96 17:00,1.4742,1.4733,1.47375,0.411482906,0.637407153,147,79,-68,0,11,0.000610687,0.000265218
1/08/96 18:00,1.474,1.4737,1.47385,0.551856371,0.637751733,69,38,-31,0,7,-0.000135676,-5.89233E-05
2/08/96 6:00,1.479,1.4792,1.4791,0.343511281,0.460977223,60,40,-20,0,20,0.00338639,0.00147069
2/08/96 7:00,1.4803,1.4805,1.4804,0.491750121,0.635752954,122,78,-44,1,34,0.000878586,0.000381565
2/08/96 8:00,1.4794,1.4794,1.4794,0.643616675,0.586515132,247,135,-112,1,23,-0.00060817,-0.000264125
2/08/96 9:00,1.4788,1.4787,1.47875,0.319445542,0.475458312,298,126,-172,2,-46,-0.000405652,-0.000176172
2/08/96 10:00,1.4793,1.4806,1.47995,0.214617348,0.527644853,187,96,-91,2,5,0.000338055,0.000146815
2/08/96 11:00,1.4795,1.4793,1.4794,0.587947122,0.815150107,246,137,-109,2,28,0.00013519,5.87122E-05
2/08/96 12:00,1.4796,1.4796,1.4796,0.15666989,0.3895413,105,51,-54,1,-3,6.76E-05,2.93531E-05
2/08/96 13:00,1.4799,1.4796,1.47975,0.464823199,0.3680415,96,58,-38,3,20,0.000202737,8.80475E-05
2/08/96 14:00,1.4767,1.4766,1.47665,1.43453086,1.409577629,602,292,-310,1,-18,-0.002164649,-0.000940095
2/08/96 15:00,1.4787,1.4788,1.47875,0.97374628,0.859659905,397,211,-186,2,25,0.001353455,0.000587798
2/08/96 16:00,1.4785,1.4783,1.4784,0.500545157,0.811844141,204,88,-116,0,-28,-0.000135263,-5.8744E-05
2/08/96 17:00,1.4779,1.4777,1.4778,0.62879153,0.925006142,111,50,-61,0,-11,-0.000405899,-0.00017628
2/08/96 18:00,1.4782,1.4776,1.4779,0.349489424,0.330655914,41,17,-24,0,-7,0.00020297,8.81488E-05
5/08/96 6:00,1.4735,1.4734,1.47345,1.307351011,1.256980509,14,8,-6,0,2,-0.003184608,-0.001383058
5/08/96 7:00,1.4741,1.4736,1.47385,0.777086634,0.083120941,69,28,-41,0,-13,0.000407111,0.000176806
5/08/96 8:00,1.4722,1.4723,1.47225,0.885061203,0.715202874,255,110,-145,0,-35,-0.001289753,-0.000560133
5/08/96 9:00,1.4735,1.4734,1.47345,0.365148372,0.318614425,284,133,-151,1,-18,0.000882643,0.000383327
5/08/96 10:00,1.4743,1.4744,1.47435,0.793677669,0.403300775,278,145,-133,1,12,0.000542778,0.000235725
5/08/96 11:00,1.4754,1.4755,1.47545,0.458918359,0.751967117,243,134,-109,2,25,0.000745839,0.000323914
5/08/96 12:00,1.4758,1.4758,1.4758,0.490824909,0.388079967,221,100,-121,1,-21,0.000271076,0.000117727
5/08/96 13:00,1.476,1.4759,1.47595,0.441073072,0.469929073,164,97,-67,1,30,0.000135511,5.88515E-05
5/08/96 14:00,1.4762,1.4763,1.47625,0.457264594,0.289199522,237,128,-109,0,19,0.000135492,5.88435E-05
5/08/96 15:00,1.4791,1.4789,1.479,0.969965635,1.02425139,336,199,-137,2,62,0.001962576,0.000852336
5/08/96 16:00,1.481,1.4808,1.4809,1.059874206,1.022919174,383,228,-155,1,73,0.001283741,0.000557521
5/08/96 17:00,1.4838,1.485,1.4844,0.994949367,1.221648166,272,136,-136,1,0,0.001888829,0.000820308
5/08/96 18:00,1.4831,1.482,1.48255,0.57260701,0.69084928,119,73,-46,0,27,-0.000471873,-0.000204932
6/08/96 6:00,1.4827,1.4824,1.48255,0.351188458,0.897881104,29,14,-15,1,-1,-0.000269742,-0.000117147
6/08/96 7:00,1.4832,1.481,1.4821,0.285720779,0.987477145,76,37,-39,0,-2,0.000337166,0.000146429
6/08/96 8:00,1.4833,1.4835,1.4834,0.597659577,0.25878504,203,123,-80,3,43,6.74E-05,2.92799E-05
6/08/96 9:00,1.483,1.483,1.483,0.287491765,0.473862274,312,122,-190,2,-68,-0.000202272,-8.78457E-05
6/08/96 10:00,1.487,1.4869,1.48695,1.896468009,1.827628866,750,401,-349,3,52,0.002693604,0.001169817
6/08/96 11:00,1.4867,1.4867,1.4867,0.620056205,0.38720052,569,313,-256,2,57,-0.000201769,-8.76271E-05
6/08/96 12:00,1.4857,1.4857,1.4857,0.58380933,0.678400525,225,100,-125,2,-25,-0.000672857,-0.000292218
6/08/96 13:00,1.4855,1.4858,1.48565,0.563202423,0.716208451,213,97,-116,1,-19,-0.000134626,-5.84672E-05
6/08/96 14:00,1.4859,1.4861,1.486,0.687331247,0.420677664,268,122,-146,2,-24,0.000269233,0.000116927
6/08/96 15:00,1.4855,1.4857,1.4856,0.469687194,0.428793233,327,182,-145,1,37,-0.000269233,-0.000116927
6/08/96 16:00,1.4851,1.4847,1.4849,0.941468872,0.620605765,335,162,-173,2,-11,-0.000269306,-0.000116958
6/08/96 17:00,1.483,1.4826,1.4828,0.944682085,0.847813587,234,108,-126,1,-18,-0.001415047,-0.000614547
6/08/96 18:00,1.4833,1.4834,1.48335,0.427525178,0.459589189,94,43,-51,0,-8,0.000202272,8.78457E-05
7/08/96 6:00,1.4863,1.486,1.48615,0.590903263,0.460434577,25,10,-15,1,-5,0.002020475,0.000877481
7/08/96 7:00,1.4862,1.4861,1.48615,0.122102788,0.133333333,71,48,-23,0,25,-6.73E-05,-2.92208E-05
7/08/96 8:00,1.4864,1.4865,1.48645,0.390415474,0.33337121,217,123,-94,0,29,0.000134562,5.84397E-05
7/08/96 9:00,1.4855,1.4854,1.48545,0.296954236,0.360134655,355,147,-208,1,-61,-0.000605673,-0.000263041
7/08/96 10:00,1.4844,1.484,1.4842,1.033088925,1.018131086,510,228,-282,1,-54,-0.000740766,-0.00032171
7/08/96 11:00,1.4841,1.483,1.48355,0.580164553,0.58672176,272,150,-122,0,28,-0.000202122,-8.77806E-05
7/08/96 12:00,1.4844,1.483,1.4837,0.689037537,0.464823199,188,89,-99,1,-10,0.000202122,8.77806E-05
7/08/96 13:00,1.4834,1.4837,1.48355,0.61110101,0.632455532,156,63,-93,1,-30,-0.0006739,-0.000292671
7/08/96 14:00,1.484,1.4839,1.48395,0.303015151,0.27247463,209,109,-100,0,9,0.000404394,0.000175626
7/08/96 15:00,1.4855,1.4851,1.4853,0.701081416,0.635085296,403,217,-186,2,31,0.001010271,0.000438755
7/08/96 16:00,1.4836,1.4836,1.4836,0.667594052,0.673469083,280,132,-148,0,-16,-0.001279849,-0.000555831
7/08/96 17:00,1.4845,1.4845,1.4845,0.934036532,1.003139013,287,138,-149,1,-11,0.000606449,0.000263377
7/08/96 18:00,1.4851,1.4851,1.4851,0.668047812,0.254415551,92,56,-36,1,20,0.000404095,0.000175496
8/08/96 6:00,1.4842,1.4848,1.4845,0.170782513,0.74769487,21,6,-15,0,-9,-0.000606204,-0.000263271
8/08/96 7:00,1.4844,1.4845,1.48445,0.87305339,0.427005074,44,23,-21,0,2,0.000134744,5.85184E-05
8/08/96 8:00,1.4852,1.4852,1.4852,0.593078767,0.515443322,151,73,-78,1,-5,0.000538793,0.000233995
8/08/96 9:00,1.485,1.4849,1.48495,0.23677121,0.638831794,191,97,-94,0,3,-0.000134671,-5.84869E-05
8/08/96 10:00,1.4852,1.4848,1.485,0.250302847,0.246797672,179,92,-87,1,5,0.000134671,5.84869E-05
8/08/96 11:00,1.488,1.4873,1.48765,0.807305657,0.901513878,341,210,-131,1,79,0.001883493,0.000817991
8/08/96 12:00,1.4869,1.4865,1.4867,0.533995801,0.597659577,358,191,-167,0,24,-0.000739521,-0.00032117
8/08/96 13:00,1.4863,1.4863,1.4863,0.420677664,0.269679945,147,64,-83,1,-19,-0.000403606,-0.000175284
8/08/96 14:00,1.4857,1.4866,1.48615,0.469283787,0.460895045,272,147,-125,0,22,-0.000403769,-0.000175354
8/08/96 15:00,1.4847,1.4848,1.48475,0.564814263,0.531649805,313,147,-166,1,-19,-0.00067331,-0.000292415
8/08/96 16:00,1.4848,1.4843,1.48455,0.694731254,0.659832394,248,102,-146,1,-44,6.74E-05,2.92503E-05
8/08/96 17:00,1.4832,1.4836,1.4834,0.900841358,0.928667994,177,78,-99,0,-21,-0.001078167,-0.000468242
8/08/96 18:00,1.4841,1.4843,1.4842,0.852376357,0.475776877,81,45,-36,0,9,0.000606612,0.000263448
9/08/96 6:00,1.4831,1.4832,1.48315,0.80746517,0.2,9,5,-4,0,1,-0.000674036,-0.00029273
9/08/96 7:00,1.4834,1.4831,1.48325,0.598980616,0.707303172,46,19,-27,0,-8,0.000202259,8.78398E-05
9/08/96 8:00,1.4821,1.4815,1.4818,0.564814263,0.842210295,173,73,-100,1,-27,-0.000876749,-0.000380767
9/08/96 9:00,1.4811,1.482,1.48155,0.711539092,0.627344089,344,146,-198,0,-52,-0.000674946,-0.000293125
9/08/96 10:00,1.4812,1.481,1.4811,0.473542421,0.40638838,322,150,-172,1,-22,6.75E-05,2.93214E-05
9/08/96 11:00,1.4793,1.4795,1.4794,0.888307891,0.670312003,456,228,-228,1,0,-0.001283567,-0.000557446
9/08/96 12:00,1.4787,1.4788,1.47875,0.246644143,0.512495381,153,70,-83,1,-13,-0.00040568,-0.000176184
9/08/96 13:00,1.4796,1.479,1.4793,0.407784108,0.566421516,136,60,-76,1,-16,0.000608458,0.00026425
9/08/96 14:00,1.4797,1.4797,1.4797,0.670763925,0.401040314,278,154,-124,2,30,6.76E-05,2.93512E-05
9/08/96 15:00,1.4789,1.478,1.47845,0.606779876,0.545227225,231,104,-127,1,-23,-0.000540796,-0.000234865
9/08/96 16:00,1.4772,1.4773,1.47725,0.940980576,0.953356643,194,103,-91,0,12,-0.001150164,-0.00049951
12/08/96 9:00,1.4748,1.4747,1.47475,0.182574186,0.125830574,69,32,-37,0,-5,0,-0.00070617
12/08/96 10:00,1.4752,1.4752,1.4752,0.722369837,0.256284643,243,123,-120,1,3,0.000271186,0.000117775
12/08/96 11:00,1.4745,1.4744,1.47445,0.638653887,0.643852044,126,59,-67,1,-8,-0.000474625,-0.000206127
12/08/96 12:00,1.4753,1.4755,1.4754,0.446414285,0.354562104,49,25,-24,0,1,0.00054241,0.000235566
12/08/96 15:00,1.4758,1.4753,1.47555,0.494974747,0.421505239,49,25,-24,0,1,0,0.000147164
12/08/96 16:00,1.4756,1.4755,1.47555,0.23677121,0.562192677,120,68,-52,0,16,-0.000135529,-5.88595E-05
12/08/96 17:00,1.4768,1.4767,1.47675,0.745694714,0.446874669,94,35,-59,0,-24,0.000812898,0.000353037
12/08/96 18:00,1.4773,1.4774,1.47735,0.358785831,0.50552503,84,51,-33,0,18,0.000338513,0.000147014
13/08/96 10:00,1.4771,1.4776,1.47735,0,0,6,3,-3,1,0,0,-5.87997E-05
13/08/96 11:00,1.4778,1.4771,1.47745,0.210194715,0.579968651,131,54,-77,0,-23,0.000473789,0.000205764
13/08/96 12:00,1.4776,1.4775,1.47755,0.131425748,0.564559362,100,52,-48,0,4,-0.000135345,-5.87798E-05
13/08/96 13:00,1.4761,1.4763,1.4762,0.513455318,0.548386062,121,58,-63,4,-5,-0.001015675,-0.000441102
13/08/96 14:00,1.4774,1.4776,1.4775,0.431610795,0.721687836,266,144,-122,3,22,0.000880312,0.000382314
13/08/96 15:00,1.4775,1.4772,1.47735,0.362127552,0.27080128,208,103,-105,1,-2,6.77E-05,2.93949E-05
13/08/96 16:00,1.4745,1.4774,1.47595,0.745084905,0.257022579,165,82,-83,2,-1,-0.002032521,-0.000882713
13/08/96 17:00,1.4765,1.4762,1.47635,0.602771377,0.659660151,118,48,-70,0,-22,0.001355473,0.000588674
13/08/96 18:00,1.4749,1.4748,1.47485,0.661724103,0.928243698,102,52,-50,0,2,-0.001084231,-0.000470876
14/08/96 6:00,1.481,1.4791,1.48005,0.813428956,0.318852108,22,15,-7,0,8,0.004127344,0.001792483
14/08/96 7:00,1.48,1.4806,1.4803,0.435802986,0.514266173,231,143,-88,2,55,-0.000675448,-0.000293343
14/08/96 8:00,1.4813,1.4814,1.48135,0.857409771,0.490516117,427,251,-176,1,75,0.000877993,0.000381307
14/08/96 9:00,1.4823,1.4824,1.48235,0.690794448,0.446111143,363,208,-155,1,53,0.000674855,0.000293086
14/08/96 10:00,1.4841,1.4839,1.484,0.633113997,0.609023063,484,251,-233,0,18,0.001213592,0.000527056
14/08/96 11:00,1.4841,1.4839,1.484,0.446111143,0.726709062,513,248,-265,3,-17,0,0
14/08/96 12:00,1.4833,1.4833,1.4833,0.202259959,0.412218683,228,82,-146,2,-64,-0.000539193,-0.000234168
14/08/96 13:00,1.4838,1.4839,1.48385,0.558949231,0.604716312,134,59,-75,0,-16,0.000337029,0.00014637
14/08/96 14:00,1.4833,1.4834,1.48335,0.517862741,0.695439691,222,122,-100,0,22,-0.000337029,-0.00014637
14/08/96 15:00,1.4844,1.4841,1.48425,0.519542339,0.404145188,202,110,-92,4,18,0.000741315,0.000321949
14/08/96 16:00,1.4833,1.4836,1.48345,0.801655484,0.504524979,158,96,-62,2,34,-0.000741315,-0.000321949
14/08/96 17:00,1.4855,1.487,1.48625,1.138659499,1.409921554,282,155,-127,0,28,0.001482081,0.000643659
14/08/96 18:00,1.486,1.4862,1.4861,0.609023063,1.010500426,74,43,-31,0,12,0.00033653,0.000146153
15/08/96 6:00,1.4885,1.4885,1.4885,0.312516666,0.167332005,21,11,-10,0,1,0.001680955,0.00073003
15/08/96 7:00,1.4888,1.4888,1.4888,0.289827535,0.502719875,77,28,-49,0,-21,0.000201525,8.75211E-05
15/08/96 8:00,1.489,1.489,1.489,0.523030215,0.443812682,140,58,-82,1,-24,0.000134327,5.83376E-05
15/08/96 9:00,1.4878,1.4877,1.48775,0.645027601,0.669916322,170,77,-93,0,-16,-0.000806235,-0.000350143
15/08/96 10:00,1.4883,1.4883,1.4883,0.344985727,0.471618747,183,86,-97,1,-11,0.00033601,0.000145927
15/08/96 11:00,1.4886,1.4887,1.48865,0.536317409,0.186839747,106,65,-41,0,24,0.000201552,8.75329E-05
15/08/96 12:00,1.4897,1.4895,1.4896,0.360050502,0.484533515,127,77,-50,0,27,0.000738676,0.000320803
15/08/96 13:00,1.4878,1.4876,1.4877,0.712815587,0.97991187,155,62,-93,2,-31,-0.001276239,-0.000554263
15/08/96 14:00,1.488,1.4882,1.4881,0.513676587,0.52245052,132,64,-68,3,-4,0.000134418,5.83768E-05
15/08/96 15:00,1.4864,1.4865,1.48645,0.564613035,0.911999136,293,142,-151,0,-9,-0.001075847,-0.000467235
15/08/96 16:00,1.4852,1.4853,1.48525,0.447213595,0.431347431,287,127,-160,1,-33,-0.000807646,-0.000350756
15/08/96 17:00,1.4862,1.4864,1.4863,0.985193413,0.705819962,128,71,-57,1,14,0.000673083,0.000292316
15/08/96 18:00,1.4835,1.4844,1.48395,0.880025252,0.657267069,72,36,-36,1,0,-0.001818366,-0.000789706
16/08/96 6:00,1.4875,1.4877,1.4876,0.981835017,1.239815654,44,17,-27,0,-10,0.002692698,0.001169424
16/08/96 7:00,1.4881,1.4878,1.48795,0.603713257,0.167648622,82,41,-41,0,0,0.00040328,0.000175142
16/08/96 8:00,1.4873,1.4872,1.48725,0.332574895,0.345972498,167,88,-79,3,9,-0.000537743,-0.000233539
16/08/96 9:00,1.4891,1.4886,1.48885,1.003478797,0.747673158,368,189,-179,0,10,0.001209515,0.000525286
16/08/96 10:00,1.4891,1.489,1.48905,0.506921786,0.439265917,315,169,-146,1,23,0,0
16/08/96 11:00,1.4898,1.4895,1.48965,0.501512863,0.210878394,262,165,-97,3,68,0.000469972,0.000204106
16/08/96 12:00,1.4915,1.4914,1.49145,0.906441594,0.901513878,285,157,-128,4,29,0.001140442,0.000495288
16/08/96 13:00,1.4906,1.4905,1.49055,0.665320611,0.532290647,269,128,-141,2,-13,-0.000603602,-0.000262141
16/08/96 14:00,1.493,1.491,1.492,0.624439142,0.652907251,226,141,-85,1,56,0.001608795,0.000698691
16/08/96 15:00,1.4907,1.4907,1.4907,0.384845502,0.608425688,168,103,-65,1,38,-0.00154171,-0.000669556
16/08/96 16:00,1.4938,1.4936,1.4937,1.162677161,1.018912076,305,175,-130,0,45,0.002077401,0.000902204
16/08/96 17:00,1.4928,1.4932,1.493,0.623042389,0.807305657,175,99,-76,0,23,-0.000669658,-0.000290829
16/08/96 18:00,1.4938,1.4935,1.49365,0.283244193,0.370060055,64,41,-23,0,18,0.000669658,0.000290829
19/08/96 6:00,1.4916,1.4915,1.49155,0.188982237,0.135620268,36,10,-26,1,-16,-0.00147384,-0.00064008
19/08/96 7:00,1.4926,1.4922,1.4924,0.518564452,0.383695481,78,36,-42,0,-6,0.000670196,0.000291063
19/08/96 8:00,1.491,1.4919,1.49145,0.480766434,0.255247948,174,97,-77,1,20,-0.00107253,-0.000465794
19/08/96 9:00,1.4903,1.49,1.49015,0.722946412,0.586915409,330,141,-189,0,-48,-0.000469594,-0.000203942
19/08/96 10:00,1.4906,1.4905,1.49055,0.197714211,0.286435777,246,99,-147,1,-48,0.000201281,8.74154E-05
19/08/96 11:00,1.4897,1.4898,1.48975,0.33608711,0.253460893,173,89,-84,1,5,-0.000603966,-0.000262299
19/08/96 12:00,1.4901,1.4906,1.49035,0.284312035,0.473542421,116,58,-58,0,0,0.000268474,0.000116597
19/08/96 13:00,1.4892,1.4892,1.4892,0.527644853,0.455937263,204,110,-94,1,16,-0.000604169,-0.000262387
