date,price,last_sale_price_in _hour,average_price,sd_of_purchase_prices_in_hour,sd_of _sale_prices_in_hour,number_of_trades,number_of_buys,number_of_announcements,order_flow,change_price
23/07/96 14:00,1.4843,1.4847,1.4845,0.457926817,0.466043957,217,260,2,59,0.000471714
23/07/96 15:00,1.4863,1.4862,1.48625,0.73045233,0.858601753,447,375,3,41,0.00134653
23/07/96 16:00,1.489,1.4891,1.48905,1.514075375,1.093056598,402,176,0,-42,0.001814944
23/07/96 17:00,1.4904,1.4903,1.49035,0.43658454,0.377391365,205,48,0,7,0.000939787
23/07/96 18:00,1.4901,1.492,1.49105,0.575444492,1.034078422,131,36,0,21,-0.000201309
24/07/96 6:00,1.4912,1.491,1.4911,0.293582146,0.25,21,22,0,1,0.000737933
24/07/96 7:00,1.4905,1.4905,1.4905,0.640253264,0.356526452,71,19,1,-7,-0.000469531
24/07/96 8:00,1.4872,1.4872,1.4872,1.160296462,1.172765445,339,0,1,-49,-0.002216477
24/07/96 9:00,1.4878,1.4862,1.487,0.517789591,0.767670621,400,0,1,-84,0.000403361
24/07/96 10:00,1.4868,1.4868,1.4868,0.633113997,0.559423404,406,0,1,-44,-0.000672359
24/07/96 11:00,1.4872,1.4872,1.4872,0.496960458,0.610513941,261,0,4,25,0.000268998
24/07/96 12:00,1.4869,1.4865,1.4867,0.431347431,0.649650256,202,0,0,-2,-0.000201742
24/07/96 13:00,1.4857,1.4866,1.48615,0.568250905,0.596136551,136,0,3,-18,-0.000807374
24/07/96 14:00,1.486,1.4842,1.4851,1.050072148,1.029563014,390,0,1,-20,0.000201905
24/07/96 15:00,1.4863,1.4865,1.4864,0.943357961,1.167067031,646,0,2,48,0.000201864
24/07/96 16:00,1.4866,1.4863,1.48645,0.562192677,0.500605694,333,0,0,41,0.000201823
24/07/96 17:00,1.4897,1.49,1.48985,0.61987291,0.775134397,237,0,0,15,0.002083124
24/07/96 18:00,1.4898,1.4895,1.48965,0.480766434,0.488271534,157,0,0,5,6.71E-05
25/07/96 6:00,1.4891,1.489,1.48905,0.606630036,0.508920426,35,0,0,-25,-0.000469972
25/07/96 7:00,1.4915,1.4907,1.4911,1.08284138,0.80656398,135,0,0,17,0.001610414
25/07/96 8:00,1.4889,1.4889,1.4889,1.061160028,1.002572449,278,0,2,0,-0.001744733
25/07/96 9:00,1.4885,1.4884,1.48845,0.867030809,0.646435448,250,0,1,-42,-0.000268691
25/07/96 10:00,1.4873,1.4886,1.48795,1.071815226,0.692601595,289,0,1,5,-0.000806506
25/07/96 11:00,1.4875,1.4876,1.48755,0.623528571,0.58749597,299,0,0,-17,0.000134463
25/07/96 12:00,1.4893,1.4889,1.4891,0.712018045,0.596136551,212,0,4,24,0.001209352
25/07/96 13:00,1.4745,1.4733,1.4739,6.08012161,5.863827223,880,0,3,-68,-0.009987262
25/07/96 14:00,1.4777,1.4772,1.47745,1.349831639,1.128252873,651,0,1,-75,0.002167876
25/07/96 15:00,1.4752,1.4751,1.47515,1.265958734,1.177439441,470,0,3,16,-0.001693251
25/07/96 16:00,1.4788,1.4786,1.4787,1.02554494,0.790281883,316,0,1,-24,0.002437374
25/07/96 17:00,1.4799,1.48,1.47995,0.804532614,1.035249933,219,2,0,23,0.00074357
25/07/96 18:00,1.4774,1.4774,1.4774,0.97402632,1.081525298,109,11,0,3,-0.001690732
26/07/96 6:00,1.4776,1.4776,1.4776,0.472228758,0.85435604,23,7,0,-7,0.000135364
26/07/96 7:00,1.479,1.4773,1.47815,0.73060097,0.193649167,47,0,1,5,0.000947034
26/07/96 8:00,1.4764,1.4765,1.47645,0.460154783,0.481396328,148,14,1,6,-0.001759492
26/07/96 9:00,1.4753,1.4753,1.4753,0.5884623,0.504750163,293,47,1,-23,-0.000745333
26/07/96 10:00,1.4763,1.4763,1.4763,0.991784434,0.620605765,491,52,0,33,0.000677599
26/07/96 11:00,1.4767,1.4764,1.47655,0.192865159,0.171225529,225,32,3,3,0.000270911
26/07/96 12:00,1.4794,1.4794,1.4794,1.133645233,1.303462754,258,13,0,40,0.001826732
26/07/96 13:00,1.482,1.4825,1.48225,1.089064096,1.364373538,445,26,0,69,0.001755927
26/07/96 14:00,1.4816,1.4825,1.48205,0.914984683,1.057727696,414,160,1,66,-0.000269942
26/07/96 15:00,1.4797,1.4797,1.4797,1.757300788,1.664058565,389,352,1,-1,-0.00128322
26/07/96 16:00,1.4814,1.481,1.4812,0.763167244,0.550757055,244,304,0,14,0.001148222
26/07/96 17:00,1.4833,1.4833,1.4833,1.295095644,0.905538514,149,287,0,15,0.001281749
26/07/96 18:00,1.4833,1.4828,1.48305,0.360450055,0.452646539,67,253,0,27,0
29/07/96 6:00,1.4807,1.4806,1.48065,0.057735027,0.58022984,7,195,0,-1,-0.001754386
29/07/96 7:00,1.4802,1.4804,1.4803,0.675066134,0.756820836,43,334,0,1,-0.000337735
29/07/96 8:00,1.4809,1.4808,1.48085,0.66486499,0.435802986,170,320,0,-34,0.000472797
29/07/96 9:00,1.4825,1.4825,1.4825,0.784509111,0.992204463,307,285,2,15,0.001079841
29/07/96 10:00,1.4829,1.4829,1.4829,0.33028913,0.667594052,311,392,1,49,0.000269778
29/07/96 11:00,1.4826,1.4824,1.4825,0.257022579,0.274551977,184,286,2,14,-0.000202327
29/07/96 12:00,1.483,1.4828,1.4829,0.8140341,0.412310563,191,151,0,11,0.00026976
29/07/96 13:00,1.4832,1.4831,1.48315,0.36886394,0.49443877,137,61,0,-27,0.000134853
29/07/96 14:00,1.481,1.4814,1.4812,0.802496106,0.696038574,224,67,1,-30,-0.001484381
29/07/96 15:00,1.4816,1.4819,1.48175,0.551581748,0.393411651,241,29,0,-41,0.00040505
29/07/96 16:00,1.4802,1.4801,1.48015,0.302890119,0.361394605,210,7,1,-28,-0.000945371
29/07/96 17:00,1.4796,1.4801,1.47985,0.571812641,0.572871555,143,15,0,33,-0.000405433
29/07/96 18:00,1.4802,1.4808,1.4805,0.368781778,0.272363394,56,0,1,-6,0.000405433
30/07/96 6:00,1.4822,1.4821,1.48215,0.450396651,0.856154192,21,35,0,3,0.001350257
30/07/96 7:00,1.4815,1.4816,1.48155,0.499090081,0.245515331,49,32,1,11,-0.000472383
30/07/96 8:00,1.4808,1.4808,1.4808,0.423835302,0.737317003,104,29,1,-2,-0.000472606
30/07/96 9:00,1.4794,1.479,1.4792,0.667594052,0.544114516,304,54,0,-32,-0.000945882
30/07/96 10:00,1.4779,1.478,1.47795,0.631196555,0.621520618,367,19,0,-39,-0.001014439
30/07/96 11:00,1.4782,1.4782,1.4782,0.311764285,0.827326838,260,119,1,-30,0.00020297
30/07/96 12:00,1.4786,1.4786,1.4786,0.407876987,0.439696865,142,110,0,0,0.000270563
30/07/96 13:00,1.4782,1.4782,1.4782,0.320392751,0.637466577,145,219,2,-9,-0.000270563
30/07/96 14:00,1.4812,1.4811,1.48115,1.790293695,1.879716291,561,195,2,51,0.002027439
30/07/96 15:00,1.4803,1.4799,1.4801,1.083310023,0.951394511,531,328,6,7,-0.0006078
30/07/96 16:00,1.4777,1.4773,1.4775,0.790090137,0.803920319,304,265,1,-28,-0.001757945
30/07/96 17:00,1.479,1.4791,1.47905,1.145842286,0.748888065,189,282,0,-5,0.000879359
30/07/96 18:00,1.477,1.4765,1.47675,0.631448551,0.953939201,90,299,1,6,-0.00135318
31/07/96 6:00,1.474,1.4742,1.4741,0.481160214,0.620996267,93,296,0,1,-0.00203321
31/07/96 7:00,1.4725,1.4727,1.4726,1.060445875,0.7140898,288,369,0,-10,-0.001018157
31/07/96 8:00,1.474,1.4726,1.4733,1.135247937,0.976387901,298,375,1,6,0.001018157
31/07/96 9:00,1.4719,1.4717,1.4718,0.624439142,0.69035564,424,329,1,-60,-0.001425711
31/07/96 10:00,1.467,1.4669,1.46695,2.126670466,2.080847001,1022,111,0,-64,-0.003334584
31/07/96 11:00,1.4686,1.4687,1.46865,0.602205542,0.442016728,345,41,1,71,0.001090067
31/07/96 12:00,1.4706,1.4708,1.4707,1.013656747,1.078263194,317,47,1,-27,0.001360915
31/07/96 13:00,1.469,1.4689,1.46895,0.882274952,0.802080628,328,25,0,36,-0.001088584
31/07/96 14:00,1.4702,1.4702,1.4702,0.670763925,0.885702939,212,19,1,-10,0.000816549
31/07/96 15:00,1.4723,1.4724,1.47235,1.176377336,1.145313243,424,18,1,78,0.001427358
31/07/96 16:00,1.4731,1.473,1.47305,0.865500381,1.07871978,407,0,1,35,0.00054322
31/07/96 17:00,1.4716,1.472,1.4718,0.725300356,0.663781636,160,46,0,-6,-0.00101878
31/07/96 18:00,1.4697,1.4688,1.46925,1.241333594,1.724107147,85,64,0,-1,-0.001291946
1/08/96 6:00,1.4732,1.4733,1.47325,0.479583152,0.264575131,25,70,0,15,0.002378607
1/08/96 7:00,1.4748,1.4747,1.47475,0.637941766,0.550206573,100,91,1,14,0.001085482
1/08/96 8:00,1.4737,1.4737,1.4737,0.35791907,0.525414699,247,25,0,23,-0.000746142
1/08/96 9:00,1.4747,1.4746,1.47465,0.396480731,0.513455318,220,47,0,18,0.000678334
1/08/96 10:00,1.4749,1.4747,1.4748,0.296826651,0.274137767,280,82,4,44,0.000135612
1/08/96 11:00,1.4752,1.4743,1.47475,0.320392751,0.682408835,207,266,1,-37,0.000203383
1/08/96 12:00,1.4743,1.4745,1.4744,1.068665268,0.488891758,96,192,0,-24,-0.000610273
1/08/96 13:00,1.4742,1.4742,1.4742,0.14012981,0.5567084,100,247,5,-34,-6.78E-05
1/08/96 14:00,1.4739,1.4739,1.4739,0.415239982,0.739778837,321,378,0,1,-0.000203521
1/08/96 15:00,1.4724,1.4719,1.47215,0.284445234,0.250302847,381,286,4,-5,-0.001018226
1/08/96 16:00,1.4733,1.4734,1.47335,0.881587755,1.096654693,501,245,0,-11,0.00061106
1/08/96 17:00,1.4742,1.4733,1.47375,0.411482906,0.637407153,147,264,0,11,0.000610687
1/08/96 18:00,1.474,1.4737,1.47385,0.551856371,0.637751733,69,440,0,7,-0.000135676
2/08/96 6:00,1.479,1.4792,1.4791,0.343511281,0.460977223,60,281,0,20,0.00338639
2/08/96 7:00,1.4803,1.4805,1.4804,0.491750121,0.635752954,122,198,1,34,0.000878586
2/08/96 8:00,1.4794,1.4794,1.4794,0.643616675,0.586515132,247,110,1,23,-0.00060817
2/08/96 9:00,1.4788,1.4787,1.47875,0.319445542,0.475458312,298,41,2,-46,-0.000405652
2/08/96 10:00,1.4793,1.4806,1.47995,0.214617348,0.527644853,187,29,2,5,0.000338055
2/08/96 11:00,1.4795,1.4793,1.4794,0.587947122,0.815150107,246,16,2,28,0.00013519
2/08/96 12:00,1.4796,1.4796,1.4796,0.15666989,0.3895413,105,20,1,-3,6.76E-05
2/08/96 13:00,1.4799,1.4796,1.47975,0.464823199,0.3680415,96,17,3,20,0.000202737
2/08/96 14:00,1.4767,1.4766,1.47665,1.43453086,1.409577629,602,0,1,-18,-0.002164649
2/08/96 15:00,1.4787,1.4788,1.47875,0.97374628,0.859659905,397,15,2,25,0.001353455
2/08/96 16:00,1.4785,1.4783,1.4784,0.500545157,0.811844141,204,27,0,-28,-0.000135263
2/08/96 17:00,1.4779,1.4777,1.4778,0.62879153,0.925006142,111,47,0,-11,-0.000405899
2/08/96 18:00,1.4782,1.4776,1.4779,0.349489424,0.330655914,41,41,0,-7,0.00020297
5/08/96 6:00,1.4735,1.4734,1.47345,1.307351011,1.256980509,14,24,0,2,-0.003184608
5/08/96 7:00,1.4741,1.4736,1.47385,0.777086634,0.083120941,69,20,0,-13,0.000407111
5/08/96 8:00,1.4722,1.4723,1.47225,0.885061203,0.715202874,255,55,0,-35,-0.001289753
5/08/96 9:00,1.4735,1.4734,1.47345,0.365148372,0.318614425,284,153,1,-18,0.000882643
5/08/96 10:00,1.4743,1.4744,1.47435,0.793677669,0.403300775,278,170,1,12,0.000542778
5/08/96 11:00,1.4754,1.4755,1.47545,0.458918359,0.751967117,243,224,2,25,0.000745839
5/08/96 12:00,1.4758,1.4758,1.4758,0.490824909,0.388079967,221,212,1,-21,0.000271076
5/08/96 13:00,1.476,1.4759,1.47595,0.441073072,0.469929073,164,107,1,30,0.000135511
5/08/96 14:00,1.4762,1.4763,1.47625,0.457264594,0.289199522,237,248,0,19,0.000135492
5/08/96 15:00,1.4791,1.4789,1.479,0.969965635,1.02425139,336,293,2,62,0.001962576
5/08/96 16:00,1.481,1.4808,1.4809,1.059874206,1.022919174,383,310,1,73,0.001283741
5/08/96 17:00,1.4838,1.485,1.4844,0.994949367,1.221648166,272,237,1,0,0.001888829
5/08/96 18:00,1.4831,1.482,1.48255,0.57260701,0.69084928,119,208,0,27,-0.000471873
6/08/96 6:00,1.4827,1.4824,1.48255,0.351188458,0.897881104,29,90,1,-1,-0.000269742
6/08/96 7:00,1.4832,1.481,1.4821,0.285720779,0.987477145,76,41,0,-2,0.000337166
6/08/96 8:00,1.4833,1.4835,1.4834,0.597659577,0.25878504,203,33,3,43,6.74E-05
6/08/96 9:00,1.483,1.483,1.483,0.287491765,0.473862274,312,17,2,-68,-0.000202272
6/08/96 10:00,1.487,1.4869,1.48695,1.896468009,1.827628866,750,23,3,52,0.002693604
6/08/96 11:00,1.4867,1.4867,1.4867,0.620056205,0.38720052,569,42,2,57,-0.000201769
6/08/96 12:00,1.4857,1.4857,1.4857,0.58380933,0.678400525,225,0,2,-25,-0.000672857
6/08/96 13:00,1.4855,1.4858,1.48565,0.563202423,0.716208451,213,11,1,-19,-0.000134626
6/08/96 14:00,1.4859,1.4861,1.486,0.687331247,0.420677664,268,27,2,-24,0.000269233
6/08/96 15:00,1.4855,1.4857,1.4856,0.469687194,0.428793233,327,79,1,37,-0.000269233
6/08/96 16:00,1.4851,1.4847,1.4849,0.941468872,0.620605765,335,42,2,-11,-0.000269306
6/08/96 17:00,1.483,1.4826,1.4828,0.944682085,0.847813587,234,20,1,-18,-0.001415047
6/08/96 18:00,1.4833,1.4834,1.48335,0.427525178,0.459589189,94,29,0,-8,0.000202272
7/08/96 6:00,1.4863,1.486,1.48615,0.590903263,0.460434577,25,103,1,-5,0.002020475
7/08/96 7:00,1.4862,1.4861,1.48615,0.122102788,0.133333333,71,135,0,25,-6.73E-05
7/08/96 8:00,1.4864,1.4865,1.48645,0.390415474,0.33337121,217,195,0,29,0.000134562
7/08/96 9:00,1.4855,1.4854,1.48545,0.296954236,0.360134655,355,179,1,-61,-0.000605673
7/08/96 10:00,1.4844,1.484,1.4842,1.033088925,1.018131086,510,120,1,-54,-0.000740766
7/08/96 11:00,1.4841,1.483,1.48355,0.580164553,0.58672176,272,241,0,28,-0.000202122
7/08/96 12:00,1.4844,1.483,1.4837,0.689037537,0.464823199,188,137,1,-10,0.000202122
7/08/96 13:00,1.4834,1.4837,1.48355,0.61110101,0.632455532,156,550,1,-30,-0.0006739
7/08/96 14:00,1.484,1.4839,1.48395,0.303015151,0.27247463,209,581,0,9,0.000404394
7/08/96 15:00,1.4855,1.4851,1.4853,0.701081416,0.635085296,403,171,2,31,0.001010271
7/08/96 16:00,1.4836,1.4836,1.4836,0.667594052,0.673469083,280,0,0,-16,-0.001279849
7/08/96 17:00,1.4845,1.4845,1.4845,0.934036532,1.003139013,287,0,1,-11,0.000606449
7/08/96 18:00,1.4851,1.4851,1.4851,0.668047812,0.254415551,92,0,1,20,0.000404095
8/08/96 6:00,1.4842,1.4848,1.4845,0.170782513,0.74769487,21,0,0,-9,-0.000606204
8/08/96 7:00,1.4844,1.4845,1.48445,0.87305339,0.427005074,44,0,0,2,0.000134744
8/08/96 8:00,1.4852,1.4852,1.4852,0.593078767,0.515443322,151,0,1,-5,0.000538793
8/08/96 9:00,1.485,1.4849,1.48495,0.23677121,0.638831794,191,0,0,3,-0.000134671
8/08/96 10:00,1.4852,1.4848,1.485,0.250302847,0.246797672,179,0,1,5,0.000134671
8/08/96 11:00,1.488,1.4873,1.48765,0.807305657,0.901513878,341,0,1,79,0.001883493
8/08/96 12:00,1.4869,1.4865,1.4867,0.533995801,0.597659577,358,0,0,24,-0.000739521
8/08/96 13:00,1.4863,1.4863,1.4863,0.420677664,0.269679945,147,0,1,-19,-0.000403606
8/08/96 14:00,1.4857,1.4866,1.48615,0.469283787,0.460895045,272,0,0,22,-0.000403769
8/08/96 15:00,1.4847,1.4848,1.48475,0.564814263,0.531649805,313,0,1,-19,-0.00067331
8/08/96 16:00,1.4848,1.4843,1.48455,0.694731254,0.659832394,248,0,1,-44,6.74E-05
8/08/96 17:00,1.4832,1.4836,1.4834,0.900841358,0.928667994,177,0,0,-21,-0.001078167
8/08/96 18:00,1.4841,1.4843,1.4842,0.852376357,0.475776877,81,0,0,9,0.000606612
9/08/96 6:00,1.4831,1.4832,1.48315,0.80746517,0.2,9,0,0,1,-0.000674036
9/08/96 7:00,1.4834,1.4831,1.48325,0.598980616,0.707303172,46,0,0,-8,0.000202259
9/08/96 8:00,1.4821,1.4815,1.4818,0.564814263,0.842210295,173,197,1,-27,-0.000876749
9/08/96 9:00,1.4811,1.482,1.48155,0.711539092,0.627344089,344,160,0,-52,-0.000674946
9/08/96 10:00,1.4812,1.481,1.4811,0.473542421,0.40638838,322,163,1,-22,6.75E-05
9/08/96 11:00,1.4793,1.4795,1.4794,0.888307891,0.670312003,456,276,1,0,-0.001283567
9/08/96 12:00,1.4787,1.4788,1.47875,0.246644143,0.512495381,153,215,1,-13,-0.00040568
9/08/96 13:00,1.4796,1.479,1.4793,0.407784108,0.566421516,136,240,1,-16,0.000608458
9/08/96 14:00,1.4797,1.4797,1.4797,0.670763925,0.401040314,278,205,2,30,6.76E-05
9/08/96 15:00,1.4789,1.478,1.47845,0.606779876,0.545227225,231,89,1,-23,-0.000540796
9/08/96 16:00,1.4772,1.4773,1.47725,0.940980576,0.953356643,194,42,0,12,-0.001150164
12/08/96 9:00,1.4748,1.4747,1.47475,0.182574186,0.125830574,69,15,0,-5,0
12/08/96 10:00,1.4752,1.4752,1.4752,0.722369837,0.256284643,243,28,1,3,0.000271186
12/08/96 11:00,1.4745,1.4744,1.47445,0.638653887,0.643852044,126,19,1,-8,-0.000474625
12/08/96 12:00,1.4753,1.4755,1.4754,0.446414285,0.354562104,49,14,0,1,0.00054241
12/08/96 15:00,1.4758,1.4753,1.47555,0.494974747,0.421505239,49,0,0,1,0
12/08/96 16:00,1.4756,1.4755,1.47555,0.23677121,0.562192677,120,8,0,16,-0.000135529
12/08/96 17:00,1.4768,1.4767,1.47675,0.745694714,0.446874669,94,43,0,-24,0.000812898
12/08/96 18:00,1.4773,1.4774,1.47735,0.358785831,0.50552503,84,51,0,18,0.000338513
13/08/96 10:00,1.4771,1.4776,1.47735,0,0,6,23,1,0,0
13/08/96 11:00,1.4778,1.4771,1.47745,0.210194715,0.579968651,131,10,0,-23,0.000473789
13/08/96 12:00,1.4776,1.4775,1.47755,0.131425748,0.564559362,100,21,0,4,-0.000135345
13/08/96 13:00,1.4761,1.4763,1.4762,0.513455318,0.548386062,121,52,4,-5,-0.001015675
13/08/96 14:00,1.4774,1.4776,1.4775,0.431610795,0.721687836,266,119,3,22,0.000880312
13/08/96 15:00,1.4775,1.4772,1.47735,0.362127552,0.27080128,208,199,1,-2,6.77E-05
13/08/96 16:00,1.4745,1.4774,1.47595,0.745084905,0.257022579,165,186,2,-1,-0.002032521
13/08/96 17:00,1.4765,1.4762,1.47635,0.602771377,0.659660151,118,187,0,-22,0.001355473
13/08/96 18:00,1.4749,1.4748,1.47485,0.661724103,0.928243698,102,122,0,2,-0.001084231
14/08/96 6:00,1.481,1.4791,1.48005,0.813428956,0.318852108,22,142,0,8,0.004127344
14/08/96 7:00,1.48,1.4806,1.4803,0.435802986,0.514266173,231,240,2,55,-0.000675448
14/08/96 8:00,1.4813,1.4814,1.48135,0.857409771,0.490516117,427,222,1,75,0.000877993
14/08/96 9:00,1.4823,1.4824,1.48235,0.690794448,0.446111143,363,166,1,53,0.000674855
14/08/96 10:00,1.4841,1.4839,1.484,0.633113997,0.609023063,484,135,0,18,0.001213592
14/08/96 11:00,1.4841,1.4839,1.484,0.446111143,0.726709062,513,39,3,-17,0
14/08/96 12:00,1.4833,1.4833,1.4833,0.202259959,0.412218683,228,33,2,-64,-0.000539193
14/08/96 13:00,1.4838,1.4839,1.48385,0.558949231,0.604716312,134,44,0,-16,0.000337029
14/08/96 14:00,1.4833,1.4834,1.48335,0.517862741,0.695439691,222,34,0,22,-0.000337029
14/08/96 15:00,1.4844,1.4841,1.48425,0.519542339,0.404145188,202,27,4,18,0.000741315
14/08/96 16:00,1.4833,1.4836,1.48345,0.801655484,0.504524979,158,23,2,34,-0.000741315
14/08/96 17:00,1.4855,1.487,1.48625,1.138659499,1.409921554,282,0,0,28,0.001482081
14/08/96 18:00,1.486,1.4862,1.4861,0.609023063,1.010500426,74,21,0,12,0.00033653
15/08/96 6:00,1.4885,1.4885,1.4885,0.312516666,0.167332005,21,29,0,1,0.001680955
15/08/96 7:00,1.4888,1.4888,1.4888,0.289827535,0.502719875,77,59,0,-21,0.000201525
15/08/96 8:00,1.489,1.489,1.489,0.523030215,0.443812682,140,28,1,-24,0.000134327
15/08/96 9:00,1.4878,1.4877,1.48775,0.645027601,0.669916322,170,16,0,-16,-0.000806235
15/08/96 10:00,1.4883,1.4883,1.4883,0.344985727,0.471618747,183,35,1,-11,0.00033601
15/08/96 11:00,1.4886,1.4887,1.48865,0.536317409,0.186839747,106,45,0,24,0.000201552
15/08/96 12:00,1.4897,1.4895,1.4896,0.360050502,0.484533515,127,150,0,27,0.000738676
15/08/96 13:00,1.4878,1.4876,1.4877,0.712815587,0.97991187,155,161,2,-31,-0.001276239
15/08/96 14:00,1.488,1.4882,1.4881,0.513676587,0.52245052,132,170,3,-4,0.000134418
15/08/96 15:00,1.4864,1.4865,1.48645,0.564613035,0.911999136,293,200,0,-9,-0.001075847
15/08/96 16:00,1.4852,1.4853,1.48525,0.447213595,0.431347431,287,172,1,-33,-0.000807646
15/08/96 17:00,1.4862,1.4864,1.4863,0.985193413,0.705819962,128,109,1,14,0.000673083
15/08/96 18:00,1.4835,1.4844,1.48395,0.880025252,0.657267069,72,217,1,0,-0.001818366
16/08/96 6:00,1.4875,1.4877,1.4876,0.981835017,1.239815654,44,174,0,-10,0.002692698
16/08/96 7:00,1.4881,1.4878,1.48795,0.603713257,0.167648622,82,287,0,0,0.00040328
16/08/96 8:00,1.4873,1.4872,1.48725,0.332574895,0.345972498,167,170,3,9,-0.000537743
16/08/96 9:00,1.4891,1.4886,1.48885,1.003478797,0.747673158,368,288,0,10,0.001209515
16/08/96 10:00,1.4891,1.489,1.48905,0.506921786,0.439265917,315,51,1,23,0
16/08/96 11:00,1.4898,1.4895,1.48965,0.501512863,0.210878394,262,67,3,68,0.000469972
16/08/96 12:00,1.4915,1.4914,1.49145,0.906441594,0.901513878,285,23,4,29,0.001140442
16/08/96 13:00,1.4906,1.4905,1.49055,0.665320611,0.532290647,269,27,2,-13,-0.000603602
16/08/96 14:00,1.493,1.491,1.492,0.624439142,0.652907251,226,28,1,56,0.001608795
16/08/96 15:00,1.4907,1.4907,1.4907,0.384845502,0.608425688,168,0,1,38,-0.00154171
16/08/96 16:00,1.4938,1.4936,1.4937,1.162677161,1.018912076,305,10,0,45,0.002077401
16/08/96 17:00,1.4928,1.4932,1.493,0.623042389,0.807305657,175,34,0,23,-0.000669658
16/08/96 18:00,1.4938,1.4935,1.49365,0.283244193,0.370060055,64,29,0,18,0.000669658
19/08/96 6:00,1.4916,1.4915,1.49155,0.188982237,0.135620268,36,20,1,-16,-0.00147384
19/08/96 7:00,1.4926,1.4922,1.4924,0.518564452,0.383695481,78,7,0,-6,0.000670196
19/08/96 8:00,1.491,1.4919,1.49145,0.480766434,0.255247948,174,21,1,20,-0.00107253
19/08/96 9:00,1.4903,1.49,1.49015,0.722946412,0.586915409,330,134,0,-48,-0.000469594
19/08/96 10:00,1.4906,1.4905,1.49055,0.197714211,0.286435777,246,187,1,-48,0.000201281
19/08/96 11:00,1.4897,1.4898,1.48975,0.33608711,0.253460893,173,464,1,5,-0.000603966
19/08/96 12:00,1.4901,1.4906,1.49035,0.284312035,0.473542421,116,538,0,0,0.000268474
19/08/96 13:00,1.4892,1.4892,1.4892,0.527644853,0.455937263,204,253,1,16,-0.000604169
19/08/96 14:00,1.4888,1.4887,1.48875,0.648716682,0.534492112,216,296,0,-12,-0.000268637
19/08/96 15:00,1.4875,1.488,1.48775,0.702376917,0.822551463,297,296,1,15,-0.000873568
19/08/96 16:00,1.4878,1.488,1.4879,0.332574895,0.528218848,200,626,0,-26,0.00020166
19/08/96 17:00,1.488,1.4878,1.4879,0.918950323,0.545560596,103,428,0,19,0.000134418
19/08/96 18:00,1.4872,1.4879,1.48755,0.664663658,0.48074017,76,292,0,6,-0.000537779
20/08/96 6:00,1.4881,1.4873,1.4877,0.37859389,0.758287544,18,135,0,-8,0.000604981
20/08/96 7:00,1.489,1.49,1.4895,0.620035841,0.667083203,70,72,0,2,0.000604615
20/08/96 8:00,1.4887,1.4885,1.4886,0.441330633,0.733763648,112,34,4,24,-0.000201498
20/08/96 9:00,1.4909,1.4894,1.49015,0.841895408,0.770871211,484,39,2,-22,0.001476709
20/08/96 10:00,1.4901,1.49,1.49005,0.149747262,0.148477118,296,32,2,16,-0.000536733
20/08/96 11:00,1.4905,1.4909,1.4907,0.396480731,0.659660151,220,7,1,44,0.000268402
20/08/96 12:00,1.49,1.49,1.49,0.25878504,0.538446137,158,0,0,26,-0.000335514
20/08/96 13:00,1.4905,1.4903,1.4904,0.4731423,0.505125247,111,0,3,11,0.000335514
20/08/96 14:00,1.4918,1.4917,1.49175,0.505125247,0.579118976,339,0,1,21,0.00087181
20/08/96 15:00,1.4907,1.4905,1.4906,0.245412454,0.365459445,232,0,1,-6,-0.000737636
20/08/96 16:00,1.4893,1.4892,1.48925,0.780976467,0.696038574,249,0,0,-77,-0.000939597
20/08/96 17:00,1.4886,1.4887,1.48865,0.469929073,0.29336088,145,0,0,-5,-0.00047013
20/08/96 18:00,1.4889,1.49,1.48945,0.389405141,0.717828516,67,0,0,13,0.000201511
21/08/96 6:00,1.4878,1.4857,1.48675,0.173205081,0.53789714,22,0,0,-14,-0.000739074
21/08/96 7:00,1.4876,1.4876,1.4876,0.621288983,0.351619629,94,0,0,-2,-0.000134436
21/08/96 8:00,1.489,1.4889,1.48895,0.622068884,0.487028715,199,0,1,21,0.000940671
21/08/96 9:00,1.487,1.4871,1.48705,0.754531763,0.754180269,417,0,2,-87,-0.001344086
21/08/96 10:00,1.4857,1.4854,1.48555,0.630055313,0.637941766,672,0,0,-38,-0.000874626
21/08/96 11:00,1.4858,1.4849,1.48535,0.488659267,0.336650165,248,0,1,-18,6.73E-05
21/08/96 12:00,1.4853,1.4853,1.4853,0.767325145,0.28025962,172,0,0,4,-0.000336576
21/08/96 13:00,1.4834,1.4833,1.48335,0.603713257,0.925726578,371,0,2,39,-0.001280022
21/08/96 14:00,1.4837,1.4836,1.48365,0.391868098,0.459907764,279,0,2,-17,0.000202218
21/08/96 15:00,1.481,1.4821,1.48155,0.701297499,0.450168319,298,0,2,-6,-0.001821433
21/08/96 16:00,1.4818,1.4816,1.4817,0.806178791,0.518739732,294,0,1,-10,0.00054003
21/08/96 17:00,1.4825,1.4827,1.4826,0.585273829,0.807305657,141,0,1,-1,0.000472287
21/08/96 18:00,1.4821,1.4821,1.4821,0.352802632,0.689283041,74,0,0,6,-0.000269851
22/08/96 6:00,1.4845,1.4846,1.48455,0.63170216,0.777664391,74,0,0,6,0.001618014
22/08/96 7:00,1.4846,1.4842,1.4844,0.433711956,0.368932394,96,0,0,28,6.74E-05
22/08/96 8:00,1.482,1.4834,1.4827,1.060410155,0.909378742,155,23,1,-13,-0.001752849
